symbol,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
GOOG,2016-07-14 00:00:00+00:00,720.95,722.21,718.03,721.58,950193,720.95,722.21,718.03,721.58,950193,0.0,1.0
GOOG,2016-07-15 00:00:00+00:00,719.85,725.74,719.055,725.73,1279339,719.85,725.74,719.055,725.73,1279339,0.0,1.0
GOOG,2016-07-18 00:00:00+00:00,733.78,736.13,721.19,722.71,1295476,733.78,736.13,721.19,722.71,1295476,0.0,1.0
GOOG,2016-07-19 00:00:00+00:00,736.96,736.99,729.0,729.89,1227486,736.96,736.99,729.0,729.89,1227486,0.0,1.0
GOOG,2016-07-20 00:00:00+00:00,741.19,742.13,737.1,737.33,1289671,741.19,742.13,737.1,737.33,1289671,0.0,1.0
GOOG,2016-07-21 00:00:00+00:00,738.63,741.69,735.831,740.36,1026306,738.63,741.69,735.831,740.36,1026306,0.0,1.0
GOOG,2016-07-22 00:00:00+00:00,742.74,743.24,736.56,741.86,1259823,742.74,743.24,736.56,741.86,1259823,0.0,1.0
GOOG,2016-07-25 00:00:00+00:00,739.77,742.61,737.5,740.67,1032432,739.77,742.61,737.5,740.67,1032432,0.0,1.0
GOOG,2016-07-26 00:00:00+00:00,738.42,741.69,734.27,739.04,1186738,738.42,741.69,734.27,739.04,1186738,0.0,1.0
GOOG,2016-07-27 00:00:00+00:00,741.77,744.46,737.0,738.28,1512517,741.77,744.46,737.0,738.28,1512517,0.0,1.0
GOOG,2016-07-28 00:00:00+00:00,745.91,748.65,739.3,747.04,3530169,745.91,748.65,739.3,747.04,3530169,0.0,1.0
GOOG,2016-07-29 00:00:00+00:00,768.79,778.55,766.77,772.71,3841482,768.79,778.55,766.77,772.71,3841482,0.0,1.0
GOOG,2016-08-01 00:00:00+00:00,772.88,780.43,761.09,761.09,2700470,772.88,780.43,761.09,761.09,2700470,0.0,1.0
GOOG,2016-08-02 00:00:00+00:00,771.07,775.84,767.85,768.69,1784525,771.07,775.84,767.85,768.69,1784525,0.0,1.0
GOOG,2016-08-03 00:00:00+00:00,773.18,773.21,766.82,767.18,1287421,773.18,773.21,766.82,767.18,1287421,0.0,1.0
GOOG,2016-08-04 00:00:00+00:00,771.61,774.07,768.795,772.22,1140254,771.61,774.07,768.795,772.22,1140254,0.0,1.0
GOOG,2016-08-05 00:00:00+00:00,782.22,783.04,772.34,773.78,1801205,782.22,783.04,772.34,773.78,1801205,0.0,1.0
GOOG,2016-08-08 00:00:00+00:00,781.76,782.63,778.091,782.0,1107857,781.76,782.63,778.091,782.0,1107857,0.0,1.0
GOOG,2016-08-09 00:00:00+00:00,784.26,788.94,780.57,781.1,1318894,784.26,788.94,780.57,781.1,1318894,0.0,1.0
GOOG,2016-08-10 00:00:00+00:00,784.68,786.8123,782.778,783.75,786363,784.68,786.8123,782.778,783.75,786363,0.0,1.0
GOOG,2016-08-11 00:00:00+00:00,784.85,789.75,782.97,785.0,975113,784.85,789.75,782.97,785.0,975113,0.0,1.0
GOOG,2016-08-12 00:00:00+00:00,783.22,783.395,780.4,781.5,740498,783.22,783.395,780.4,781.5,740498,0.0,1.0
GOOG,2016-08-15 00:00:00+00:00,782.44,787.49,780.11,783.75,938186,782.44,787.49,780.11,783.75,938186,0.0,1.0
GOOG,2016-08-16 00:00:00+00:00,777.14,780.98,773.444,780.3,1028047,777.14,780.98,773.444,780.3,1028047,0.0,1.0
GOOG,2016-08-17 00:00:00+00:00,779.91,780.81,773.53,777.32,924226,779.91,780.81,773.53,777.32,924226,0.0,1.0
GOOG,2016-08-18 00:00:00+00:00,777.5,782.86,777.0,780.01,719429,777.5,782.86,777.0,780.01,719429,0.0,1.0
GOOG,2016-08-19 00:00:00+00:00,775.42,777.1,773.13,775.0,861546,775.42,777.1,773.13,775.0,861546,0.0,1.0
GOOG,2016-08-22 00:00:00+00:00,772.15,774.54,770.0502,773.27,951362,772.15,774.54,770.0502,773.27,951362,0.0,1.0
GOOG,2016-08-23 00:00:00+00:00,772.08,776.44,771.785,775.48,928232,772.08,776.44,771.785,775.48,928232,0.0,1.0
GOOG,2016-08-24 00:00:00+00:00,769.64,774.5,767.07,770.58,1071999,769.64,774.5,767.07,770.58,1071999,0.0,1.0
GOOG,2016-08-25 00:00:00+00:00,769.41,771.89,763.1846,767.0,926883,769.41,771.89,763.1846,767.0,926883,0.0,1.0
GOOG,2016-08-26 00:00:00+00:00,769.54,776.0799,765.85,769.0,1166681,769.54,776.0799,765.85,769.0,1166681,0.0,1.0
GOOG,2016-08-29 00:00:00+00:00,772.15,774.99,766.615,768.74,847565,772.15,774.99,766.615,768.74,847565,0.0,1.0
GOOG,2016-08-30 00:00:00+00:00,769.09,774.466,766.84,769.33,1130029,769.09,774.466,766.84,769.33,1130029,0.0,1.0
GOOG,2016-08-31 00:00:00+00:00,767.05,769.09,765.38,767.01,1248556,767.05,769.09,765.38,767.01,1248556,0.0,1.0
GOOG,2016-09-01 00:00:00+00:00,768.78,771.02,764.3,769.25,925131,768.78,771.02,764.3,769.25,925131,0.0,1.0
GOOG,2016-09-02 00:00:00+00:00,771.46,773.9199,768.41,773.01,1072658,771.46,773.9199,768.41,773.01,1072658,0.0,1.0
GOOG,2016-09-06 00:00:00+00:00,780.08,782.0,771.0,773.45,1442822,780.08,782.0,771.0,773.45,1442822,0.0,1.0
GOOG,2016-09-07 00:00:00+00:00,780.35,782.73,776.2,780.0,894021,780.35,782.73,776.2,780.0,894021,0.0,1.0
GOOG,2016-09-08 00:00:00+00:00,775.32,780.35,773.58,778.59,1270264,775.32,780.35,773.58,778.59,1270264,0.0,1.0
GOOG,2016-09-09 00:00:00+00:00,759.66,773.245,759.66,770.1,1885496,759.66,773.245,759.66,770.1,1885496,0.0,1.0
GOOG,2016-09-12 00:00:00+00:00,769.02,770.29,754.0001,755.13,1310986,769.02,770.29,754.0001,755.13,1310986,0.0,1.0
GOOG,2016-09-13 00:00:00+00:00,759.69,766.2195,755.8,764.48,1395046,759.69,766.2195,755.8,764.48,1395046,0.0,1.0
GOOG,2016-09-14 00:00:00+00:00,762.49,767.68,759.11,759.61,1094490,762.49,767.68,759.11,759.61,1094490,0.0,1.0
GOOG,2016-09-15 00:00:00+00:00,771.76,773.8,759.96,762.89,1346751,771.76,773.8,759.96,762.89,1346751,0.0,1.0
GOOG,2016-09-16 00:00:00+00:00,768.88,769.75,764.66,769.75,2049338,768.88,769.75,764.66,769.75,2049338,0.0,1.0
GOOG,2016-09-19 00:00:00+00:00,765.7,774.0,764.4406,772.42,1172824,765.7,774.0,764.4406,772.42,1172824,0.0,1.0
GOOG,2016-09-20 00:00:00+00:00,771.41,773.33,768.53,769.0,978631,771.41,773.33,768.53,769.0,978631,0.0,1.0
GOOG,2016-09-21 00:00:00+00:00,776.22,777.16,768.301,772.66,1167810,776.22,777.16,768.301,772.66,1167810,0.0,1.0
GOOG,2016-09-22 00:00:00+00:00,787.21,789.85,778.44,780.0,1486223,787.21,789.85,778.44,780.0,1486223,0.0,1.0
GOOG,2016-09-23 00:00:00+00:00,786.9,788.93,784.15,786.59,1411937,786.9,788.93,784.15,786.59,1411937,0.0,1.0
GOOG,2016-09-26 00:00:00+00:00,774.21,782.74,773.07,782.74,1533206,774.21,782.74,773.07,782.74,1533206,0.0,1.0
GOOG,2016-09-27 00:00:00+00:00,783.01,785.9899,774.308,775.5,1153247,783.01,785.9899,774.308,775.5,1153247,0.0,1.0
GOOG,2016-09-28 00:00:00+00:00,781.56,781.81,774.97,777.85,1109834,781.56,781.81,774.97,777.85,1109834,0.0,1.0
GOOG,2016-09-29 00:00:00+00:00,775.01,785.8,774.232,781.44,1314746,775.01,785.8,774.232,781.44,1314746,0.0,1.0
GOOG,2016-09-30 00:00:00+00:00,777.29,780.94,774.09,776.33,1585333,777.29,780.94,774.09,776.33,1585333,0.0,1.0
GOOG,2016-10-03 00:00:00+00:00,772.56,776.065,769.5,774.25,1278821,772.56,776.065,769.5,774.25,1278821,0.0,1.0
GOOG,2016-10-04 00:00:00+00:00,776.43,778.71,772.89,776.03,1201350,776.43,778.71,772.89,776.03,1201350,0.0,1.0
GOOG,2016-10-05 00:00:00+00:00,776.47,782.07,775.65,779.31,1461151,776.47,782.07,775.65,779.31,1461151,0.0,1.0
GOOG,2016-10-06 00:00:00+00:00,776.86,780.48,775.54,779.0,1070692,776.86,780.48,775.54,779.0,1070692,0.0,1.0
GOOG,2016-10-07 00:00:00+00:00,775.08,779.66,770.75,779.66,933158,775.08,779.66,770.75,779.66,933158,0.0,1.0
GOOG,2016-10-10 00:00:00+00:00,785.94,789.38,775.87,777.71,1174923,785.94,789.38,775.87,777.71,1174923,0.0,1.0
GOOG,2016-10-11 00:00:00+00:00,783.07,792.28,780.58,786.66,1372461,783.07,792.28,780.58,786.66,1372461,0.0,1.0
GOOG,2016-10-12 00:00:00+00:00,786.14,788.13,782.06,783.76,937435,786.14,788.13,782.06,783.76,937435,0.0,1.0
GOOG,2016-10-13 00:00:00+00:00,778.19,781.22,773.0,781.22,1365277,778.19,781.22,773.0,781.22,1365277,0.0,1.0
GOOG,2016-10-14 00:00:00+00:00,778.53,783.95,776.0,781.65,852487,778.53,783.95,776.0,781.65,852487,0.0,1.0
GOOG,2016-10-17 00:00:00+00:00,779.96,785.85,777.5,779.8,1092973,779.96,785.85,777.5,779.8,1092973,0.0,1.0
GOOG,2016-10-18 00:00:00+00:00,795.26,801.61,785.565,787.85,2056903,795.26,801.61,785.565,787.85,2056903,0.0,1.0
GOOG,2016-10-19 00:00:00+00:00,801.56,804.63,797.635,798.86,1766798,801.56,804.63,797.635,798.86,1766798,0.0,1.0
GOOG,2016-10-20 00:00:00+00:00,796.97,803.97,796.03,803.3,1757528,796.97,803.97,796.03,803.3,1757528,0.0,1.0
GOOG,2016-10-21 00:00:00+00:00,799.37,799.5,794.0,795.0,1266181,799.37,799.5,794.0,795.0,1266181,0.0,1.0
GOOG,2016-10-24 00:00:00+00:00,813.11,815.18,804.82,804.9,1697514,813.11,815.18,804.82,804.9,1697514,0.0,1.0
GOOG,2016-10-25 00:00:00+00:00,807.67,816.68,805.14,816.68,1576404,807.67,816.68,805.14,816.68,1576404,0.0,1.0
GOOG,2016-10-26 00:00:00+00:00,799.07,806.98,796.32,806.34,1647733,799.07,806.98,796.32,806.34,1647733,0.0,1.0
GOOG,2016-10-27 00:00:00+00:00,795.35,803.49,791.5,801.0,2749221,795.35,803.49,791.5,801.0,2749221,0.0,1.0
GOOG,2016-10-28 00:00:00+00:00,795.37,815.49,793.59,808.35,4269902,795.37,815.49,793.59,808.35,4269902,0.0,1.0
GOOG,2016-10-31 00:00:00+00:00,784.54,796.86,784.0,795.47,2427284,784.54,796.86,784.0,795.47,2427284,0.0,1.0
GOOG,2016-11-01 00:00:00+00:00,783.61,789.49,775.54,782.89,2406356,783.61,789.49,775.54,782.89,2406356,0.0,1.0
GOOG,2016-11-02 00:00:00+00:00,768.7,781.65,763.4496,778.2,1918414,768.7,781.65,763.4496,778.2,1918414,0.0,1.0
GOOG,2016-11-03 00:00:00+00:00,762.13,769.95,759.03,767.25,1943175,762.13,769.95,759.03,767.25,1943175,0.0,1.0
GOOG,2016-11-04 00:00:00+00:00,762.02,770.36,750.5611,750.66,2134812,762.02,770.36,750.5611,750.66,2134812,0.0,1.0
GOOG,2016-11-07 00:00:00+00:00,782.52,785.19,772.55,774.5,1585070,782.52,785.19,772.55,774.5,1585070,0.0,1.0
GOOG,2016-11-08 00:00:00+00:00,790.51,795.633,780.19,783.4,1366873,790.51,795.633,780.19,783.4,1366873,0.0,1.0
GOOG,2016-11-09 00:00:00+00:00,785.31,791.2265,771.67,779.94,2607121,785.31,791.2265,771.67,779.94,2607121,0.0,1.0
GOOG,2016-11-10 00:00:00+00:00,762.56,791.17,752.18,791.17,4745183,762.56,791.17,752.18,791.17,4745183,0.0,1.0
GOOG,2016-11-11 00:00:00+00:00,754.02,760.78,750.38,756.54,2431815,754.02,760.78,750.38,756.54,2431815,0.0,1.0
GOOG,2016-11-14 00:00:00+00:00,736.08,757.85,727.54,755.6,3654385,736.08,757.85,727.54,755.6,3654385,0.0,1.0
GOOG,2016-11-15 00:00:00+00:00,758.49,764.4162,746.97,746.97,2384001,758.49,764.4162,746.97,746.97,2384001,0.0,1.0
GOOG,2016-11-16 00:00:00+00:00,764.48,766.36,750.51,755.2,1472594,764.48,766.36,750.51,755.2,1472594,0.0,1.0
GOOG,2016-11-17 00:00:00+00:00,771.23,772.7,764.23,766.92,1304048,771.23,772.7,764.23,766.92,1304048,0.0,1.0
GOOG,2016-11-18 00:00:00+00:00,760.54,775.0,760.0,771.37,1547145,760.54,775.0,760.0,771.37,1547145,0.0,1.0
GOOG,2016-11-21 00:00:00+00:00,769.2,769.7,760.6,762.61,1330639,769.2,769.7,760.6,762.61,1330639,0.0,1.0
GOOG,2016-11-22 00:00:00+00:00,768.27,776.96,767.0,772.63,1593108,768.27,776.96,767.0,772.63,1593108,0.0,1.0
GOOG,2016-11-23 00:00:00+00:00,760.99,768.2825,755.25,767.73,1478417,760.99,768.2825,755.25,767.73,1478417,0.0,1.0
GOOG,2016-11-25 00:00:00+00:00,761.68,765.0,760.52,764.26,587421,761.68,765.0,760.52,764.26,587421,0.0,1.0
GOOG,2016-11-28 00:00:00+00:00,768.24,779.53,759.8,760.0,2188151,768.24,779.53,759.8,760.0,2188151,0.0,1.0
GOOG,2016-11-29 00:00:00+00:00,770.84,778.5,768.24,771.53,1616618,770.84,778.5,768.24,771.53,1616618,0.0,1.0
GOOG,2016-11-30 00:00:00+00:00,758.04,772.99,754.83,770.07,2392890,758.04,772.99,754.83,770.07,2392890,0.0,1.0
GOOG,2016-12-01 00:00:00+00:00,747.92,759.85,737.0245,757.44,3017947,747.92,759.85,737.0245,757.44,3017947,0.0,1.0
GOOG,2016-12-02 00:00:00+00:00,750.5,754.0,743.1,744.59,1452484,750.5,754.0,743.1,744.59,1452484,0.0,1.0
GOOG,2016-12-05 00:00:00+00:00,762.52,763.9,752.9,757.71,1394223,762.52,763.9,752.9,757.71,1394223,0.0,1.0
GOOG,2016-12-06 00:00:00+00:00,759.11,768.83,757.34,764.73,1690689,759.11,768.83,757.34,764.73,1690689,0.0,1.0
GOOG,2016-12-07 00:00:00+00:00,771.19,771.36,755.8,761.0,1760966,771.19,771.36,755.8,761.0,1760966,0.0,1.0
GOOG,2016-12-08 00:00:00+00:00,776.42,778.18,767.23,772.48,1488059,776.42,778.18,767.23,772.48,1488059,0.0,1.0
GOOG,2016-12-09 00:00:00+00:00,789.29,789.43,779.021,780.0,1821914,789.29,789.43,779.021,780.0,1821914,0.0,1.0
GOOG,2016-12-12 00:00:00+00:00,789.27,791.25,784.3554,785.04,2104117,789.27,791.25,784.3554,785.04,2104117,0.0,1.0
GOOG,2016-12-13 00:00:00+00:00,796.1,804.3799,793.34,793.9,2145209,796.1,804.3799,793.34,793.9,2145209,0.0,1.0
GOOG,2016-12-14 00:00:00+00:00,797.07,804.0,794.01,797.4,1704150,797.07,804.0,794.01,797.4,1704150,0.0,1.0
GOOG,2016-12-15 00:00:00+00:00,797.85,803.0,792.92,797.34,1626499,797.85,803.0,792.92,797.34,1626499,0.0,1.0
GOOG,2016-12-16 00:00:00+00:00,790.8,800.8558,790.29,800.4,2443796,790.8,800.8558,790.29,800.4,2443796,0.0,1.0
GOOG,2016-12-19 00:00:00+00:00,794.2,797.66,786.27,790.22,1232087,794.2,797.66,786.27,790.22,1232087,0.0,1.0
GOOG,2016-12-20 00:00:00+00:00,796.42,798.65,793.27,796.76,951014,796.42,798.65,793.27,796.76,951014,0.0,1.0
GOOG,2016-12-21 00:00:00+00:00,794.56,796.6757,787.1,795.84,1211346,794.56,796.6757,787.1,795.84,1211346,0.0,1.0
GOOG,2016-12-22 00:00:00+00:00,791.26,793.32,788.58,792.36,972169,791.26,793.32,788.58,792.36,972169,0.0,1.0
GOOG,2016-12-23 00:00:00+00:00,789.91,792.74,787.28,790.9,623944,789.91,792.74,787.28,790.9,623944,0.0,1.0
GOOG,2016-12-27 00:00:00+00:00,791.55,797.86,787.657,790.68,789321,791.55,797.86,787.657,790.68,789321,0.0,1.0
GOOG,2016-12-28 00:00:00+00:00,785.05,794.23,783.2,793.7,1153824,785.05,794.23,783.2,793.7,1153824,0.0,1.0
GOOG,2016-12-29 00:00:00+00:00,782.79,785.93,778.92,783.33,744272,782.79,785.93,778.92,783.33,744272,0.0,1.0
GOOG,2016-12-30 00:00:00+00:00,771.82,782.78,770.41,782.75,1769950,771.82,782.78,770.41,782.75,1769950,0.0,1.0
GOOG,2017-01-03 00:00:00+00:00,786.14,789.63,775.8,778.81,1657268,786.14,789.63,775.8,778.81,1657268,0.0,1.0
GOOG,2017-01-04 00:00:00+00:00,786.9,791.34,783.16,788.36,1072958,786.9,791.34,783.16,788.36,1072958,0.0,1.0
GOOG,2017-01-05 00:00:00+00:00,794.02,794.48,785.02,786.08,1335167,794.02,794.48,785.02,786.08,1335167,0.0,1.0
GOOG,2017-01-06 00:00:00+00:00,806.15,807.9,792.2041,795.26,1640170,806.15,807.9,792.2041,795.26,1640170,0.0,1.0
GOOG,2017-01-09 00:00:00+00:00,806.65,809.9664,802.83,806.4,1274645,806.65,809.9664,802.83,806.4,1274645,0.0,1.0
GOOG,2017-01-10 00:00:00+00:00,804.79,809.1299,803.51,807.86,1176780,804.79,809.1299,803.51,807.86,1176780,0.0,1.0
GOOG,2017-01-11 00:00:00+00:00,807.91,808.15,801.37,805.0,1065936,807.91,808.15,801.37,805.0,1065936,0.0,1.0
GOOG,2017-01-12 00:00:00+00:00,806.36,807.39,799.17,807.14,1353057,806.36,807.39,799.17,807.14,1353057,0.0,1.0
GOOG,2017-01-13 00:00:00+00:00,807.88,811.2244,806.69,807.48,1099215,807.88,811.2244,806.69,807.48,1099215,0.0,1.0
GOOG,2017-01-17 00:00:00+00:00,804.61,807.14,800.37,807.08,1362115,804.61,807.14,800.37,807.08,1362115,0.0,1.0
GOOG,2017-01-18 00:00:00+00:00,806.07,806.205,800.99,805.81,1294407,806.07,806.205,800.99,805.81,1294407,0.0,1.0
GOOG,2017-01-19 00:00:00+00:00,802.175,809.48,801.8,805.12,919325,802.175,809.48,801.8,805.12,919325,0.0,1.0
GOOG,2017-01-20 00:00:00+00:00,805.02,806.91,801.69,806.91,1670045,805.02,806.91,801.69,806.91,1670045,0.0,1.0
GOOG,2017-01-23 00:00:00+00:00,819.31,820.87,803.74,807.25,1963628,819.31,820.87,803.74,807.25,1963628,0.0,1.0
GOOG,2017-01-24 00:00:00+00:00,823.87,825.9,817.821,822.3,1474010,823.87,825.9,817.821,822.3,1474010,0.0,1.0
GOOG,2017-01-25 00:00:00+00:00,835.67,835.77,825.06,829.62,1627304,835.67,835.77,825.06,829.62,1627304,0.0,1.0
GOOG,2017-01-26 00:00:00+00:00,832.15,838.0,827.01,837.81,2973891,832.15,838.0,827.01,837.81,2973891,0.0,1.0
GOOG,2017-01-27 00:00:00+00:00,823.31,841.95,820.44,834.71,2965771,823.31,841.95,820.44,834.71,2965771,0.0,1.0
GOOG,2017-01-30 00:00:00+00:00,802.32,815.84,799.8,814.66,3246573,802.32,815.84,799.8,814.66,3246573,0.0,1.0
GOOG,2017-01-31 00:00:00+00:00,796.79,801.25,790.52,796.86,2160556,796.79,801.25,790.52,796.86,2160556,0.0,1.0
GOOG,2017-02-01 00:00:00+00:00,795.695,801.19,791.19,799.68,2029744,795.695,801.19,791.19,799.68,2029744,0.0,1.0
GOOG,2017-02-02 00:00:00+00:00,798.53,802.7,792.0,793.8,1532138,798.53,802.7,792.0,793.8,1532138,0.0,1.0
GOOG,2017-02-03 00:00:00+00:00,801.49,806.0,800.37,802.99,1463448,801.49,806.0,800.37,802.99,1463448,0.0,1.0
GOOG,2017-02-06 00:00:00+00:00,801.34,801.67,795.2501,799.7,1184483,801.34,801.67,795.2501,799.7,1184483,0.0,1.0
GOOG,2017-02-07 00:00:00+00:00,806.97,810.5,801.78,803.99,1241221,806.97,810.5,801.78,803.99,1241221,0.0,1.0
GOOG,2017-02-08 00:00:00+00:00,808.38,811.84,803.1903,807.0,1155990,808.38,811.84,803.1903,807.0,1155990,0.0,1.0
GOOG,2017-02-09 00:00:00+00:00,809.56,810.66,804.54,809.51,990391,809.56,810.66,804.54,809.51,990391,0.0,1.0
GOOG,2017-02-10 00:00:00+00:00,813.67,815.25,809.78,811.7,1134976,813.67,815.25,809.78,811.7,1134976,0.0,1.0
GOOG,2017-02-13 00:00:00+00:00,819.24,820.959,815.49,816.0,1213324,819.24,820.959,815.49,816.0,1213324,0.0,1.0
GOOG,2017-02-14 00:00:00+00:00,820.45,823.0,816.0,819.0,1054732,820.45,823.0,816.0,819.0,1054732,0.0,1.0
GOOG,2017-02-15 00:00:00+00:00,818.98,823.0,818.47,819.36,1313617,818.98,823.0,818.47,819.36,1313617,0.0,1.0
GOOG,2017-02-16 00:00:00+00:00,824.16,824.4,818.98,819.93,1287626,824.16,824.4,818.98,819.93,1287626,0.0,1.0
GOOG,2017-02-17 00:00:00+00:00,828.07,828.07,821.655,823.02,1611039,828.07,828.07,821.655,823.02,1611039,0.0,1.0
GOOG,2017-02-21 00:00:00+00:00,831.66,833.45,828.35,828.66,1262337,831.66,833.45,828.35,828.66,1262337,0.0,1.0
GOOG,2017-02-22 00:00:00+00:00,830.76,833.25,828.64,828.66,987248,830.76,833.25,828.64,828.66,987248,0.0,1.0
GOOG,2017-02-23 00:00:00+00:00,831.33,832.46,822.88,830.12,1472771,831.33,832.46,822.88,830.12,1472771,0.0,1.0
GOOG,2017-02-24 00:00:00+00:00,828.64,829.0,824.2,827.73,1392202,828.64,829.0,824.2,827.73,1392202,0.0,1.0
GOOG,2017-02-27 00:00:00+00:00,829.28,830.5,824.0,824.55,1101466,829.28,830.5,824.0,824.55,1101466,0.0,1.0
GOOG,2017-02-28 00:00:00+00:00,823.21,828.54,820.2,825.61,2260769,823.21,828.54,820.2,825.61,2260769,0.0,1.0
GOOG,2017-03-01 00:00:00+00:00,835.24,836.255,827.26,828.85,1496540,835.24,836.255,827.26,828.85,1496540,0.0,1.0
GOOG,2017-03-02 00:00:00+00:00,830.63,834.51,829.64,833.85,942476,830.63,834.51,829.64,833.85,942476,0.0,1.0
GOOG,2017-03-03 00:00:00+00:00,829.08,831.36,825.751,830.56,896378,829.08,831.36,825.751,830.56,896378,0.0,1.0
GOOG,2017-03-06 00:00:00+00:00,827.78,828.88,822.4,826.95,1109037,827.78,828.88,822.4,826.95,1109037,0.0,1.0
GOOG,2017-03-07 00:00:00+00:00,831.91,833.41,826.52,827.4,1037630,831.91,833.41,826.52,827.4,1037630,0.0,1.0
GOOG,2017-03-08 00:00:00+00:00,835.37,838.15,831.79,833.51,989773,835.37,838.15,831.79,833.51,989773,0.0,1.0
GOOG,2017-03-09 00:00:00+00:00,838.68,842.0,834.21,836.0,1261517,838.68,842.0,834.21,836.0,1261517,0.0,1.0
GOOG,2017-03-10 00:00:00+00:00,843.25,844.91,839.5,843.28,1704024,843.25,844.91,839.5,843.28,1704024,0.0,1.0
GOOG,2017-03-13 00:00:00+00:00,845.54,848.685,843.25,844.0,1223647,845.54,848.685,843.25,844.0,1223647,0.0,1.0
GOOG,2017-03-14 00:00:00+00:00,845.62,847.24,840.8,843.64,780198,845.62,847.24,840.8,843.64,780198,0.0,1.0
GOOG,2017-03-15 00:00:00+00:00,847.2,848.63,840.77,847.59,1381474,847.2,848.63,840.77,847.59,1381474,0.0,1.0
GOOG,2017-03-16 00:00:00+00:00,848.78,850.85,846.13,849.03,977560,848.78,850.85,846.13,849.03,977560,0.0,1.0
GOOG,2017-03-17 00:00:00+00:00,852.12,853.4,847.11,851.61,1716471,852.12,853.4,847.11,851.61,1716471,0.0,1.0
GOOG,2017-03-20 00:00:00+00:00,848.4,850.22,845.15,850.01,1231521,848.4,850.22,845.15,850.01,1231521,0.0,1.0
GOOG,2017-03-21 00:00:00+00:00,830.46,853.5,829.02,851.4,2463484,830.46,853.5,829.02,851.4,2463484,0.0,1.0
GOOG,2017-03-22 00:00:00+00:00,829.59,835.55,827.1801,831.91,1401465,829.59,835.55,827.1801,831.91,1401465,0.0,1.0
GOOG,2017-03-23 00:00:00+00:00,817.58,822.57,812.257,821.0,3487056,817.58,822.57,812.257,821.0,3487056,0.0,1.0
GOOG,2017-03-24 00:00:00+00:00,814.43,821.93,808.89,820.08,1981006,814.43,821.93,808.89,820.08,1981006,0.0,1.0
GOOG,2017-03-27 00:00:00+00:00,819.51,821.63,803.37,806.95,1894990,819.51,821.63,803.37,806.95,1894990,0.0,1.0
